Anno Scolastico;IdNIL;Nil;Totale Iscritti;Iscritti Italiani;Iscritti Stranieri;N D
2022/2023;51;Porta Magenta;318;306;12;
2022/2023;52;Bande Nere;923;685;234;4
2022/2023;53;Lorenteggio;498;383;114;1
2022/2023;54;Muggiano;21;18;2;1
2022/2023;55;Baggio - Q.re degli Olmi - Q.re Valsesia;562;358;193;11
2022/2023;56;Forze Armate;639;447;185;7
2022/2023;57;San Siro;254;175;79;
2022/2023;58;De Angeli - Monte Rosa;262;249;13;
2022/2023;59;Tre Torri;;;;
2022/2023;60;Stadio - Ippodromi;783;440;338;5
2022/2023;61;Quarto Cagnino;197;161;35;1
2022/2023;62;Quinto Romano;55;32;23;
2022/2023;63;Figino;55;35;20;
2022/2023;64;Trenno;131;124;7;
2022/2023;65;Q.re Gallaratese - Q.re San Leonardo - Lampugnano;515;419;95;1
2022/2023;66;QT 8;203;169;33;1
2022/2023;67;Portello;359;317;42;
2022/2023;68;Pagano;416;394;21;1
2022/2023;69;Sarpi;575;484;88;3
2022/2023;70;Ghisolfa;43;39;4;
2022/2023;71;Villapizzone - Cagnola - Boldinasco;906;568;333;5
2022/2023;72;Maggiore - Musocco - Certosa;221;142;78;1
2022/2023;73;Cascina Merlata;;;;
2022/2023;74;Roserio;;;;
2022/2023;75;Stephenson;;;;
2022/2023;76;Quarto Oggiaro - Vialba - Musocco;511;291;216;4
2022/2023;77;Bovisa;339;239;99;1
2022/2023;78;Farini;;;;
2022/2023;79;Dergano;397;266;129;2
2022/2023;80;Affori;495;322;170;3
2022/2023;81;Bovisasca;223;121;100;2
2022/2023;82;Comasina;207;117;89;1
2022/2023;83;Bruzzano;277;192;82;3
2022/2023;84;Parco Nord;46;44;2;
2022/2023;85;Parco delle Abbazie;;;;
2022/2023;86;Parco dei Navigli;;;;
2022/2023;87;Assiano;;;;
2022/2023;88;Parco Bosco in citta';;;;
2023/2024;1;Duomo;201;184;17;
2023/2024;2;Brera;472;419;51;2
2023/2024;3;Giardini P.ta Venezia;139;126;12;1
2023/2024;4;Guastalla;348;327;21;
2023/2024;5;Porta Vigentina - Porta Lodovica;383;352;29;2
2023/2024;6;Porta Ticinese - Conca del Naviglio;502;447;54;1
2023/2024;7;Magenta - S.Vittore;483;437;45;1
2023/2024;8;Parco Sempione;;;;
2023/2024;9;Porta Garibaldi - Porta Nuova;57;47;10;
2023/2024;10;Stazione Centrale - Ponte Seveso;273;232;40;1
2023/2024;11;Isola;359;336;23;
2023/2024;12;Maciachini - Maggiolina;588;467;118;3
2023/2024;13;Greco - Segnano;202;155;41;6
2023/2024;14;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;1028;819;206;3
2023/2024;15;Bicocca;;;;
2023/2024;16;Gorla - Precotto;702;480;214;8
2023/2024;17;Adriano;329;256;72;1
2023/2024;18;Cimiano - Rottole - Q.re Feltre;565;398;166;1
2023/2024;19;Padova - Turro - Crescenzago;462;282;177;3
2023/2024;20;Loreto - Casoretto - NoLo;630;410;217;3
2023/2024;21;Buenos Aires - Porta Venezia - Porta Monforte;1129;1024;105;
2023/2024;22;Citta' studi;920;789;127;4
2023/2024;23;Lambrate - Ortica;450;396;53;1
2023/2024;24;Parco Forlanini - Cavriano;;;;
2023/2024;25;Corsica;410;358;52;
2023/2024;26;XXII Marzo;611;548;61;2
2023/2024;27;Pta Romana;347;312;34;1
2023/2024;28;Umbria - Molise - Calvairate;187;135;52;
2023/2024;29;Ortomercato;115;50;63;2
2023/2024;30;Taliedo - Morsenchio - Q.re Forlanini;462;328;131;3
2023/2024;31;Monlue' - Ponte Lambro;97;47;50;
